time_s,north_vel_fps,east_vel_fps,down_vel_fps,height_ft,total_pres_psi,static_pres_psi,total_temp_K,aoa_rad,aos_rad,roll_angle_rad,pitch_angle_rad,true_heading_rad
221.1,-198.67080232,780.535771264,-1.79263721,20212.2703412073,10.2438111670593,7.10343096719978,293.41941008992,-0.21478034657975,-0.016381571596361,-0.51071972275582,0.0330764603624475,1.85295289688413
221.15,-194.575146048,781.851509728,-1.753536082,20212.2703412073,10.2431216736439,7.10333353878239,293.422575236867,-0.21451799554277,-0.0163575490367839,-0.510527975159516,0.0330764603624475,1.85170653750815
221.2,-194.575146048,781.851509728,-1.753536082,20212.5984251968,10.2431216736439,7.10333353878239,293.422575236867,-0.214488845427551,-0.0162734700782643,-0.510336227563212,0.0331723341605995,1.85074779952663
221.25,-194.575146048,781.851509728,-1.753536082,20212.5984251968,10.2431216736439,7.10333353878239,293.422575236867,-0.21480949669497,-0.0162014023995332,-0.510048606168756,0.0331723341605995,1.84950144015065
221.3,-194.575146048,781.851509728,-1.753536082,20212.5984251968,10.2431216736439,7.10333353878239,293.425740383814,-0.21472204634931,-0.0163575490367839,-0.509952732370604,0.0332682079587516,1.84854270216913
221.35,-191.818280056,782.728180512,-1.759714762,20212.5984251968,10.2431216736439,7.10333353878239,293.422575236867,-0.21501354750151,-0.016405594155938,-0.5097609847743,0.0333640817569036,1.847200468995
221.4,-191.818280056,782.728180512,-1.759714762,20212.9265091863,10.2431216736439,7.10333353878239,293.425740383814,-0.21466374611887,-0.0164296167155151,-0.509665110976148,0.0334599555550556,1.84624173101348
221.45,-191.818280056,782.728180512,-1.759714762,20212.9265091863,10.2413005116881,7.10298879207469,293.425740383814,-0.214343094851451,-0.0162854813580528,-0.509473363379844,0.0335558293532076,1.84489949783936
221.5,-191.818280056,782.728180512,-1.759714762,20212.9265091863,10.2413005116881,7.10298879207469,293.428905530761,-0.214372244966671,-0.0163455377569954,-0.50928161578354,0.0336517031513596,1.84403663365599
221.55,-187.643094256,784.034155136,-1.806909198,20212.9265091863,10.2413005116881,7.10298879207469,293.428905530761,-0.214284794621011,-0.0162854813580528,-0.509089868187236,0.0338434507476637,1.84259852668371
221.6,-187.643094256,784.034155136,-1.806909198,20212.9265091863,10.2413005116881,7.10298879207469,293.428905530761,-0.21486779692541,-0.0163455377569954,-0.50880224679278,0.0339393245458157,1.84173566250034
221.65,-187.643094256,784.034155136,-1.806909198,20212.9265091863,10.2413005116881,7.10298879207469,293.428905530761,-0.21475119646453,-0.0162974926378413,-0.508418751600172,0.0341310721421198,1.84029755552806
221.7,-187.643094256,784.034155136,-1.806909198,20213.5826771653,10.2413005116881,7.10298879207469,293.428905530761,-0.214459695312331,-0.0163695603165724,-0.508131130205716,0.0342269459402718,1.83943469134469
221.75,-184.855060256,784.889528544,-1.854183728,20213.5826771653,10.242379718773,7.10289136365729,293.432070677708,-0.214430545197111,-0.0164296167155151,-0.507651761214955,0.0343228197384238,1.83809245817056
221.8,-184.855060256,784.889528544,-1.854183728,20213.5826771653,10.242379718773,7.10289136365729,293.428905530761,-0.214109893929691,-0.0164416279953036,-0.507364139820499,0.0344186935365758,1.83713372018904
221.85,-184.855060256,784.889528544,-1.854183728,20213.5826771653,10.242379718773,7.10289136365729,293.425740383814,-0.214255644505791,-0.0162974926378413,-0.506788897031587,0.0346104411328799,1.83579148701491
221.9,-184.855060256,784.889528544,-1.854183728,20213.9107611548,10.242379718773,7.10289136365729,293.428905530761,-0.214226494390571,-0.0162134136793217,-0.506405401838979,0.0347063149310319,1.83492862283155
221.95,-180.612748056,786.159254912,-2.025531492,20213.9107611548,10.242379718773,7.10289136365729,293.428905530761,-0.214168194160131,-0.0164176054357266,-0.505830159050067,0.0348021887291839,1.83368226345557
222,-180.612748056,786.159254912,-2.025531492,20213.9107611548,10.242379718773,7.10289136365729,293.428905530761,-0.21466374611887,-0.0164656505548806,-0.505638411453763,0.0348980625273359,1.8328193992722
222.05,-180.612748056,786.159254912,-2.025531492,20213.9107611548,10.2410606878914,7.1027939352399,293.428905530761,-0.21460544588843,-0.0163455377569954,-0.505159042463003,0.03508981012364,1.83157303989622
222.1,-180.612748056,786.159254912,-2.025531492,20213.9107611548,10.2410606878914,7.1027939352399,293.425740383814,-0.21466374611887,-0.0163455377569954,-0.504967294866699,0.03508981012364,1.83071017571286
222.15,-177.912314008,786.94750192,-2.1366028,20213.9107611548,10.2410606878914,7.1027939352399,293.425740383814,-0.214226494390571,-0.0164416279953036,-0.504583799674091,0.035185683921792,1.82946381633688
222.2,-177.912314008,786.94750192,-2.1366028,20214.2388451443,10.2410606878914,7.1027939352399,293.425740383814,-0.21457629577321,-0.0164296167155151,-0.504392052077787,0.035281557719944,1.82860095215351
222.25,-177.912314008,786.94750192,-2.1366028,20214.2388451443,10.2410606878914,7.1027939352399,293.422575236867,-0.21463459600365,-0.0163335264772069,-0.503912683087027,0.035377431518096,1.82745046657569
222.3,-177.912314008,786.94750192,-2.1366028,20214.2388451443,10.2410606878914,7.1027939352399,293.425740383814,-0.21504269761673,-0.0164296167155151,-0.503720935490722,0.035377431518096,1.82649172859417
222.35,-173.709972528,788.164259456,-2.292276931,20214.2388451443,10.2410606878914,7.10269650682251,293.428905530761,-0.21466374611887,-0.0164176054357266,-0.503433314096266,0.035377431518096,1.82534124301634
222.4,-173.709972528,788.164259456,-2.292276931,20214.8950131233,10.2410606878914,7.10269650682251,293.425740383814,-0.21454714565799,-0.0165497295134002,-0.50314569270181,0.035377431518096,1.82447837883297
222.45,-173.709972528,788.164259456,-2.292276931,20214.8950131233,10.2410606878914,7.10269650682251,293.425740383814,-0.21469289623409,-0.0166698423112855,-0.50266632371105,0.035377431518096,1.82313614565885
222.5,-173.709972528,788.164259456,-2.292276931,20214.8950131233,10.2410606878914,7.10269650682251,293.428905530761,-0.21457629577321,-0.016381571596361,-0.502282828518442,0.0354733053162481,1.82236915527363
222.55,-170.92379976,788.964711264,-2.364975585,20214.8950131233,10.2410606878914,7.10269650682251,293.422575236867,-0.214488845427551,-0.0163095039176299,-0.501899333325834,0.035377431518096,1.8210269220995
222.6,-170.92379976,788.964711264,-2.364975585,20214.8950131233,10.2410606878914,7.10269650682251,293.428905530761,-0.21472204634931,-0.0163335264772069,-0.501515838133226,0.035377431518096,1.82016405791613
222.65,-170.92379976,788.964711264,-2.364975585,20214.8950131233,10.2401238761857,7.10240422157033,293.428905530761,-0.21463459600365,-0.0164656505548806,-0.501036469142466,0.035377431518096,1.81882182474201
222.7,-170.92379976,788.964711264,-2.364975585,20215.2230971128,10.2401238761857,7.10240422157033,293.428905530761,-0.21469289623409,-0.0161773798399561,-0.500652973949858,0.035377431518096,1.81795896055864
222.75,-166.8010946,790.114220352,-2.433326279,20215.2230971128,10.2401238761857,7.10240422157033,293.428905530761,-0.21486779692541,-0.0162854813580528,-0.500173604959098,0.035377431518096,1.81661672738451
222.8,-166.8010946,790.114220352,-2.433326279,20215.2230971128,10.2401238761857,7.10240422157033,293.428905530761,-0.214372244966671,-0.0164896731144577,-0.499885983564642,0.0354733053162481,1.81575386320114
222.85,-166.8010946,790.114220352,-2.433326279,20215.2230971128,10.2401238761857,7.10240422157033,293.428905530761,-0.214488845427551,-0.0163455377569954,-0.499502488372034,0.0354733053162481,1.81441163002701
222.9,-166.8010946,790.114220352,-2.433326279,20215.8792650918,10.2401238761857,7.10240422157033,293.428905530761,-0.214226494390571,-0.0162494475186872,-0.49931074077573,0.0355691791144001,1.81345289204549
222.95,-164.095259928,790.8801936,-2.508034911,20215.8792650918,10.2396817010606,7.10225433169742,293.428905530761,-0.21469289623409,-0.0165377182336118,-0.499118993179425,0.0356650529125521,1.81220653266952
223,-164.095259928,790.8801936,-2.508034911,20215.8792650918,10.2396817010606,7.10225433169742,293.425740383814,-0.21460544588843,-0.0163695603165724,-0.499023119381273,0.0356650529125521,1.81134366848615
223.05,-164.095259928,790.8801936,-2.508034911,20215.8792650918,10.2396817010606,7.10225433169742,293.425740383814,-0.21480949669497,-0.0165016843942462,-0.498639624188665,0.0357609267107041,1.81009730911017
223.1,-164.095259928,790.8801936,-2.508034911,20215.8792650918,10.2396817010606,7.10225433169742,293.425740383814,-0.21466374611887,-0.0166938648708625,-0.498543750390513,0.0358568005088561,1.8092344449268
223.15,-160.010389648,791.98594848,-2.580903288,20215.8792650918,10.2396817010606,7.10225433169742,293.425740383814,-0.214430545197111,-0.0165857633527658,-0.498447876592361,0.0359526743070082,1.80779633795452
223.2,-160.010389648,791.98594848,-2.580903288,20216.5354330708,10.2396817010606,7.10225433169742,293.422575236867,-0.21463459600365,-0.0164296167155151,-0.498447876592361,0.0359526743070082,1.80693347377115
223.25,-160.010389648,791.98594848,-2.580903288,20216.5354330708,10.2405660513108,7.10196204644524,293.425740383814,-0.21478034657975,-0.0162854813580528,-0.498447876592361,0.0360485481051602,1.80549536679887
223.3,-160.010389648,791.98594848,-2.580903288,20216.5354330708,10.2405660513108,7.10196204644524,293.425740383814,-0.214284794621011,-0.0164176054357266,-0.498447876592361,0.0361444219033122,1.80453662881735
223.35,-157.253752496,792.71182896,-2.635729538,20216.5354330708,10.2405660513108,7.10196204644524,293.425740383814,-0.214401395081891,-0.016405594155938,-0.498543750390513,0.0361444219033122,1.80309852184507
223.4,-157.253752496,792.71182896,-2.635729538,20216.8635170603,10.2405660513108,7.10196204644524,293.425740383814,-0.214488845427551,-0.0163215151974184,-0.498831371784969,0.0362402957014642,1.80213978386355
223.45,-157.253752496,792.71182896,-2.635729538,20216.8635170603,10.2405660513108,7.10196204644524,293.425740383814,-0.21457629577321,-0.0162734700782643,-0.499214866977577,0.0362402957014642,1.80070167689127
223.5,-157.253752496,792.71182896,-2.635729538,20216.8635170603,10.2405660513108,7.10196204644524,293.428905530761,-0.21483864681019,-0.0162854813580528,-0.499598362170186,0.0363361694996163,1.79974293890975
223.55,-153.115028536,793.791221472,-2.741514642,20216.8635170603,10.2403187330205,7.10181215657232,293.428905530761,-0.21478034657975,-0.016129334720802,-0.500173604959098,0.0363361694996163,1.79840070573562
223.6,-153.115028536,793.791221472,-2.741514642,20216.8635170603,10.2403187330205,7.10181215657232,293.428905530761,-0.21501354750151,-0.0161173234410135,-0.500557100151706,0.0364320432977683,1.7974419677541
223.65,-153.115028536,793.791221472,-2.741514642,20216.8635170603,10.2403187330205,7.10181215657232,293.428905530761,-0.21510099784717,-0.016105312161225,-0.50122821673877,0.0365279170959203,1.79619560837813
223.7,-153.115028536,793.791221472,-2.741514642,20216.8635170603,10.2403187330205,7.10181215657232,293.428905530761,-0.21472204634931,-0.0161653685601676,-0.50170758572953,0.0366237908940723,1.79523687039661
223.75,-150.349542904,794.500198304,-2.835077783,20217.5196850393,10.2403187330205,7.10181215657232,293.428905530761,-0.21463459600365,-0.0162974926378413,-0.502282828518442,0.0367196646922243,1.79399051102063
223.8,-150.349542904,794.500198304,-2.835077783,20217.5196850393,10.2403187330205,7.10181215657232,293.428905530761,-0.214488845427551,-0.0162614587984757,-0.502570449912898,0.0368155384903764,1.79312764683726
223.85,-150.349542904,794.500198304,-2.835077783,20217.5196850393,10.2387523838485,7.10142244290275,293.425740383814,-0.214488845427551,-0.0165377182336118,-0.503049818903658,0.0369114122885284,1.79188128746129
223.9,-150.349542904,794.500198304,-2.835077783,20217.5196850393,10.2387523838485,7.10142244290275,293.425740383814,-0.214255644505791,-0.0165016843942462,-0.503337440298114,0.0370072860866804,1.79082667568161
223.95,-146.099984104,795.559269824,-2.920953807,20218.1758530184,10.2387523838485,7.10142244290275,293.428905530761,-0.214488845427551,-0.0164656505548806,-0.503529187894418,0.0371031598848324,1.78967619010379
224,-146.099984104,795.559269824,-2.920953807,20218.1758530184,10.2387523838485,7.10142244290275,293.428905530761,-0.21451799554277,-0.0164416279953036,-0.50362506169257,0.0371990336829845,1.78881332592042
224.05,-146.099984104,795.559269824,-2.920953807,20218.1758530184,10.2387523838485,7.10142244290275,293.425740383814,-0.21469289623409,-0.0165257069538233,-0.503816809288875,0.0372949074811365,1.78747109274629
224.1,-146.099984104,795.559269824,-2.920953807,20218.1758530184,10.2387523838485,7.10142244290275,293.425740383814,-0.21475119646453,-0.016381571596361,-0.503912683087027,0.0373907812792885,1.78660822856293
224.15,-143.3850416,796.20850416,-2.970854276,20218.1758530184,10.2378155721428,7.10132501448536,293.425740383814,-0.21463459600365,-0.0164416279953036,-0.504008556885179,0.0373907812792885,1.7852659953888
224.2,-143.3850416,796.20850416,-2.970854276,20218.1758530184,10.2378155721428,7.10132501448536,293.41941008992,-0.21463459600365,-0.0165257069538233,-0.504104430683331,0.0373907812792885,1.78440313120543
224.25,-143.3850416,796.20850416,-2.970854276,20218.8320209974,10.2378155721428,7.10132501448536,293.41941008992,-0.21457629577321,-0.0166217971921314,-0.504200304481483,0.0373907812792885,1.7830608980313
