time_s,north_vel_fps,east_vel_fps,down_vel_fps,height_ft,total_pres_psi,static_pres_psi,total_temp_K,aoa_rad,aos_rad,roll_angle_rad,pitch_angle_rad,true_heading_rad
1.3,40.360171354,-1084.930073856,-3.819343414,19561.0236220472,13.964827262114,7.16782365660302,317.358737056892,-0.209245807263713,-0.000208999183423597,-0.0432390829665618,0.0118883509708507,-1.58210941710466
1.35,40.360171354,-1084.930073856,-3.819343414,19561.0236220472,13.964827262114,7.16782365660302,317.34918947799,-0.209040866175399,-0.000208999183423597,-0.0427597139758017,0.0122718461634588,-1.58220529090282
1.4,40.360171354,-1084.930073856,-3.819343414,19561.0236220472,13.9581496682757,7.16728405306054,317.336459372787,-0.208923756982076,-0.000233333883816578,-0.0424720925813457,0.0124635937597628,-1.58230116470097
1.45,40.280985086,-1084.64728864,-3.74757919,19561.0236220472,13.9581496682757,7.16728405306054,317.323729267585,-0.208806647788754,-0.000233333883816578,-0.0422803449850416,0.013038836548675,-1.58258878609542
1.5,40.280985086,-1084.64728864,-3.74757919,19563.9763779527,13.9581496682757,7.16728405306054,317.310999162382,-0.209040866175399,-0.000208999183423597,-0.0422803449850416,0.013134710346827,-1.58268465989358
1.55,40.280985086,-1084.64728864,-3.74757919,19563.9763779527,13.9581496682757,7.16728405306054,317.30145158348,-0.208455320208786,-0.000257668584209614,-0.0421844711868896,0.0135182055394351,-1.58297228128803
1.6,40.280985086,-1084.64728864,-3.74757919,19563.9763779527,13.9581496682757,7.16728405306054,317.285538951977,-0.208572429402108,-0.000245501234013068,-0.0419927235905855,0.0136140793375871,-1.58325990268249
1.65,39.870999156,-1083.093983744,-3.746888856,19563.9763779527,13.9581496682757,7.16728405306054,317.272808846774,-0.208572429402108,-0.000196831833227107,-0.0421844711868896,0.0138058269338911,-1.58354752407694
1.7,39.870999156,-1083.093983744,-3.746888856,19566.9291338582,13.9459186546461,7.16693930635284,317.25371368897,-0.209157975368721,-0.000233333883816578,-0.0420885973887376,0.0137099531357391,-1.5836433978751
1.75,39.870999156,-1083.093983744,-3.746888856,19566.9291338582,13.9459186546461,7.16693930635284,317.237801057467,-0.208953034280407,-0.000172497132834071,-0.0424720925813457,0.0137099531357391,-1.58393101926955
1.8,39.870999156,-1083.093983744,-3.746888856,19566.9291338582,13.9459186546461,7.16693930635284,317.218705899663,-0.208923756982076,-0.000196831833227107,-0.0427597139758017,0.0135182055394351,-1.5840268930677
1.85,39.608348046,-1082.222316928,-4.10001186,19566.9291338582,13.9459186546461,7.16693930635284,317.196428215558,-0.209011588877068,-0.000208999183423597,-0.0436225781591699,0.013326457943131,-1.5840268930677
1.9,39.608348046,-1082.222316928,-4.10001186,19566.9291338582,13.9459186546461,7.16693930635284,317.180515584054,-0.209070143473729,-0.000172497132834071,-0.0443895685443861,0.013134710346827,-1.58393101926955
1.95,39.608348046,-1082.222316928,-4.10001186,19566.9291338582,13.9459186546461,7.16693930635284,317.15823789995,-0.209040866175399,-0.000208999183423597,-0.0450606851314502,0.013038836548675,-1.58393101926955
2,39.608348046,-1082.222316928,-4.10001186,19569.8818897638,13.9223934390924,7.16684187793544,317.135960215845,-0.209011588877068,-0.000208999183423597,-0.0459235493148184,0.0127512151542189,-1.58373927167325
2.05,39.322629864,-1080.956435072,-4.315499046,19569.8818897638,13.9223934390924,7.16684187793544,317.116865058041,-0.208835925087084,-0.000233333883816578,-0.0463070445074265,0.0126553413560669,-1.58373927167325
2.1,39.322629864,-1080.956435072,-4.315499046,19569.8818897638,13.9223934390924,7.16684187793544,317.097769900237,-0.209362916457036,-0.000294170634799085,-0.0463070445074265,0.0123677199616108,-1.5836433978751
2.15,39.322629864,-1080.956435072,-4.315499046,19569.8818897638,13.9223934390924,7.16684187793544,317.072309689832,-0.209714244037004,-0.00016032978263758,-0.0461152969111225,0.0123677199616108,-1.58373927167325
2.2,39.322629864,-1080.956435072,-4.315499046,19572.5065616798,13.9223934390924,7.16684187793544,317.050032005727,-0.209714244037004,-0.000123827732048054,-0.0454441803240583,0.0119842247690027,-1.58393101926955
2.25,39.09485397,-1080.114792064,-4.325432609,19572.5065616798,13.9223934390924,7.16684187793544,317.024571795322,-0.209919185125319,-0.000221166533620032,-0.0444854423425381,0.0118883509708507,-1.58421864066401
2.3,39.09485397,-1080.114792064,-4.325432609,19572.5065616798,13.8901221494544,7.16639970281035,317.002294111217,-0.21041689919694,-0.000111660381851619,-0.0437184519573219,0.0116007295763946,-1.58441038826031
2.35,39.09485397,-1080.114792064,-4.325432609,19572.5065616798,13.8901221494544,7.16639970281035,316.973651374511,-0.211002445163553,-7.51583312620929e-05,-0.0427597139758017,0.0112172343837865,-1.58479388345292
2.4,39.09485397,-1080.114792064,-4.325432609,19572.5065616798,13.8901221494544,7.16639970281035,316.945008637805,-0.210651117583585,-2.64889304761318e-05,-0.0420885973887376,0.0111213605856345,-1.58508150484738
2.45,38.759248668,-1078.882473408,-4.03542177,19572.5065616798,13.8901221494544,7.16639970281035,316.919548427399,-0.210563285688593,0.000107351921685428,-0.0415133545998254,0.0107378653930264,-1.58546500003998
2.5,38.759248668,-1078.882473408,-4.03542177,19575.4593175853,13.8901221494544,7.16639970281035,316.894088216994,-0.2108560586719,0.000253360124043422,-0.0417051021961295,0.0107378653930264,-1.58565674763629
2.55,38.759248668,-1078.882473408,-4.03542177,19575.4593175853,13.8901221494544,7.16639970281035,316.868628006589,-0.211031722461884,0.00032636422522242,-0.0425679663794977,0.0102584964022663,-1.58584849523259
2.6,38.759248668,-1078.882473408,-4.03542177,19575.4593175853,13.8547631284343,7.16586009926787,316.843167796183,-0.210768226776908,0.000338531575418966,-0.043814325755474,0.0104502439985704,-1.58584849523259
2.65,38.567576098,-1078.09819296,-3.717721291,19575.4593175853,13.8547631284343,7.16586009926787,316.817707585778,-0.211002445163553,0.000289862174632949,-0.0456359279203624,0.0100667488059623,-1.58565674763629
2.7,38.567576098,-1078.09819296,-3.717721291,19578.0839895013,13.8547631284343,7.16586009926787,316.785882322771,-0.21132449544519,0.000362866275811946,-0.0470740348926427,0.00997087500781027,-1.58546500003998
2.75,38.324204758,-1076.955945728,-3.366886687,19578.0839895013,13.8547631284343,7.16586009926787,316.747692007163,-0.211470881936843,0.00032636422522242,-0.0487038894612271,0.00987500120965825,-1.58508150484738
2.8,38.324204758,-1076.955945728,-3.366886687,19578.0839895013,13.8547631284343,7.16586009926787,316.712684217856,-0.211997873306795,0.000411535676597907,-0.0492791322501392,0.00949150601705016,-1.58488975725107
2.85,38.324204758,-1076.955945728,-3.366886687,19578.0839895013,13.8547631284343,7.16586009926787,316.680858954849,-0.211617268428497,0.000253360124043422,-0.0498543750390513,0.00929975842074612,-1.58450626205846
2.9,38.324204758,-1076.955945728,-3.366886687,19578.0839895013,13.837173551848,7.16566524243308,316.645851165542,-0.211587991130166,0.000229025423650442,-0.0498543750390513,0.00901213702629005,-1.58421864066401
2.95,38.056984476,-1076.199248128,-2.784157069,19578.0839895013,13.837173551848,7.16566524243308,316.620390955136,-0.211470881936843,9.51845714889377e-05,-0.0495667536445953,0.00891626322813803,-1.5840268930677
3,38.056984476,-1076.199248128,-2.784157069,19580.3805774278,13.837173551848,7.16566524243308,316.59174821843,-0.212378478185094,7.08498710959016e-05,-0.0487997632593791,0.0083410204392259,-1.58373927167325
3.05,38.056984476,-1076.199248128,-2.784157069,19580.3805774278,13.837173551848,7.16566524243308,316.566288008025,-0.212173537096779,3.43478205064307e-05,-0.0474575300852508,0.00824514664107387,-1.5838351454714
3.1,38.056984476,-1076.199248128,-2.784157069,19580.3805774278,13.837173551848,7.16566524243308,316.537645271319,-0.212027150605126,0.000107351921685428,-0.0462111707092745,0.00795752524661781,-1.5838351454714
3.15,37.780881388,-1075.059441856,-1.720293258,19580.3805774278,13.837173551848,7.16566524243308,316.509002534613,-0.212085705201787,9.51845714889377e-05,-0.044006073351778,0.00766990385216174,-1.58421864066401
3.2,37.780881388,-1075.059441856,-1.720293258,19582.6771653543,13.8035832313283,7.16620484597556,316.483542324207,-0.21220281439511,8.30172212924474e-05,-0.0425679663794977,0.00757403005400972,-1.58450626205846
3.25,37.780881388,-1075.059441856,-1.720293258,19582.6771653543,13.8035832313283,7.16620484597556,316.458082113802,-0.212466310080086,0.000131686622078409,-0.0407463642146093,0.00738228245770568,-1.58498563104922
3.3,37.780881388,-1075.059441856,-1.720293258,19582.6771653543,13.8035832313283,7.16620484597556,316.435804429697,-0.212378478185094,0.000192523373060971,-0.039787626233089,0.0074781562558577,-1.58546500003998
3.35,37.662460502,-1074.689758464,-1.401986353,19582.6771653543,13.8035832313283,7.16620484597556,316.410344219292,-0.21220281439511,0.000253360124043422,-0.039404131040481,0.0074781562558577,-1.58546500003998
3.4,37.662460502,-1074.689758464,-1.401986353,19582.6771653543,13.8035832313283,7.16620484597556,316.381701482586,-0.211910041411803,0.000289862174632949,-0.039404131040481,0.00719053486140163,-1.58594436903074
3.45,37.662460502,-1074.689758464,-1.401986353,19582.6771653543,13.8035832313283,7.16620484597556,316.35305874588,-0.212261368991771,0.0003506989256154,-0.0398835000312411,0.00728640865955366,-1.5864237380215
3.5,37.662460502,-1074.689758464,-1.401986353,19584.6456692913,13.7895835171982,7.26502723918682,316.324416009174,-0.212261368991771,0.000411535676597907,-0.0415133545998254,0.00709466106324961,-1.58680723321411
3.55,37.394473606,-1073.198209856,0.012488943,19584.6456692913,13.7895835171982,7.26502723918682,316.292590746167,-0.212378478185094,0.000460205077383924,-0.0428555877739537,0.00709466106324961,-1.58709485460857
3.6,37.394473606,-1073.198209856,0.012488943,19584.6456692913,13.7895835171982,7.26502723918682,316.267130535762,-0.212114982500118,0.000448037727187434,-0.0456359279203624,0.00699878726509759,-1.58738247600302
3.65,37.394473606,-1073.198209856,0.012488943,19584.6456692913,13.7895835171982,7.26502723918682,316.238487799056,-0.212144259798449,0.000435870376990888,-0.0479368990760109,0.00709466106324961,-1.58747834980118
3.7,37.394473606,-1073.198209856,0.012488943,19586.2860892388,13.7895835171982,7.26502723918682,316.209845062349,-0.212232091693441,0.00047237242758047,-0.0511966082131796,0.00699878726509759,-1.58757422359933
3.75,37.205299206,-1072.469705344,0.741967932,19586.2860892388,13.7895835171982,7.26502723918682,316.181202325643,-0.212085705201787,0.000496707127973395,-0.0535934531669802,0.00680703966879355,-1.58767009739748
3.8,37.205299206,-1072.469705344,0.741967932,19586.2860892388,13.7895835171982,7.26502723918682,316.152559588937,-0.212261368991771,0.000521041828366431,-0.0565655409096929,0.00680703966879355,-1.58767009739748
3.85,37.205299206,-1072.469705344,0.741967932,19586.2860892388,13.75642787731,7.40820204579291,316.11755179963,-0.212232091693441,0.000448037727187434,-0.0583871430745813,0.0066152920724895,-1.58767009739748
3.9,37.205299206,-1072.469705344,0.741967932,19586.2860892388,13.75642787731,7.40820204579291,316.088909062924,-0.211968596008465,0.000508874478169941,-0.0604963666339258,0.00642354447618546,-1.58757422359933
3.95,36.78006109,-1071.432785536,1.613180882,19586.2860892388,13.75642787731,7.40820204579291,316.060266326218,-0.212027150605126,0.000460205077383924,-0.06164685221175,0.00623179687988142,-1.58747834980118
4,36.78006109,-1071.432785536,1.613180882,19587.5984251968,13.75642787731,7.40820204579291,316.034806115813,-0.211968596008465,0.00047237242758047,-0.0627014639914222,0.00604004928357737,-1.58738247600302
4.05,36.78006109,-1071.432785536,1.613180882,19587.5984251968,13.75642787731,7.40820204579291,316.002980852806,-0.212319923588433,0.000521041828366431,-0.0634684543766384,0.00584830168727333,-1.58699898081042
4.1,36.78006109,-1071.432785536,1.613180882,19587.5984251968,13.75642787731,7.40820204579291,315.9743381161,-0.212319923588433,0.000484539777776904,-0.0634684543766384,0.00546480649466524,-1.58671135941596
4.15,36.494217046,-1070.758348288,2.302145656,19587.5984251968,13.7270569567128,7.47833551732871,315.945695379394,-0.212173537096779,0.000411535676597907,-0.0630849591840303,0.00536893269651322,-1.58651961181966
4.2,36.494217046,-1070.758348288,2.302145656,19588.5826771653,13.7270569567128,7.47833551732871,315.910687590086,-0.212349200886763,0.000338531575418966,-0.061742726009902,0.00508131130205716,-1.58613611662705
4.25,36.494217046,-1070.758348288,2.302145656,19588.5826771653,13.7270569567128,7.47833551732871,315.88204485338,-0.212232091693441,0.0003506989256154,-0.0605922404320778,0.00488956370575311,-1.5860402428289
4.3,36.494217046,-1070.758348288,2.302145656,19588.5826771653,13.7270569567128,7.47833551732871,315.853402116674,-0.212319923588433,0.0003506989256154,-0.0582912692764292,0.00469781610944907,-1.58594436903074
4.35,36.07820881,-1069.765243712,3.325155806,19588.5826771653,13.7270569567128,7.47833551732871,315.821576853667,-0.212319923588433,0.000338531575418966,-0.0567572885059969,0.00431432091684098,-1.58575262143444
4.4,36.07820881,-1069.765243712,3.325155806,19588.5826771653,13.7270569567128,7.47833551732871,315.796116643262,-0.212437032781755,0.000375033626008436,-0.0541686959558923,0.00402669952238492,-1.58584849523259
4.45,36.07820881,-1069.765243712,3.325155806,19588.5826771653,13.7163548197868,7.51276522113673,315.764291380255,-0.212114982500118,0.000277694824436459,-0.0525388413873079,0.00364320432977683,-1.58584849523259
4.5,36.07820881,-1069.765243712,3.325155806,19589.5669291338,13.7163548197868,7.51276522113673,315.732466117249,-0.212729805765062,0.000289862174632949,-0.0504296178279635,0.00354733053162481,-1.5860402428289
4.55,35.826889094,-1069.123637376,3.906373173,19589.5669291338,13.7163548197868,7.51276522113673,315.700640854242,-0.2126712511684,0.000277694824436459,-0.048608015663075,0.00316383533901672,-1.58613611662705
4.6,35.826889094,-1069.123637376,3.906373173,19589.5669291338,13.7163548197868,7.51276522113673,315.675180643837,-0.212612696571739,0.000387200976204982,-0.0462111707092745,0.00316383533901672,-1.58651961181966
4.65,35.826889094,-1069.123637376,3.906373173,19589.5669291338,13.7163548197868,7.51276522113673,315.64335538083,-0.212144259798449,0.000387200976204982,-0.0445813161406901,0.00287621394456065,-1.58671135941596
4.7,35.826889094,-1069.123637376,3.906373173,19589.8950131233,13.7163548197868,7.51276522113673,315.621077696725,-0.212378478185094,0.000411535676597907,-0.0424720925813457,0.0030679615408647,-1.58728660220487
4.75,35.522264914,-1068.149938432,5.077269266,19589.8950131233,13.6947407001128,7.53039976468489,315.589252433718,-0.212437032781755,0.000435870376990888,-0.0414174808016734,0.00278034014640863,-1.58747834980118
4.8,35.522264914,-1068.149938432,5.077269266,19589.8950131233,13.6947407001128,7.53039976468489,315.566974749614,-0.2126712511684,0.000448037727187434,-0.0405546166183052,0.00297208774271268,-1.58786184499378
4.85,35.522264914,-1068.149938432,5.077269266,19589.8950131233,13.6947407001128,7.53039976468489,315.535149486607,-0.212232091693441,0.000545376528759411,-0.0404587428201532,0.00297208774271268,-1.58795771879194
4.9,35.522264914,-1068.149938432,5.077269266,19589.8950131233,13.6947407001128,7.53039976468489,315.5033242236,-0.211734377621819,0.000496707127973395,-0.0411298594072174,0.00345145673347278,-1.58814946638824
4.95,35.380166716,-1067.51235968,5.509374489,19589.8950131233,13.6947407001128,7.53039976468489,315.477864013195,-0.211734377621819,0.000569711229152448,-0.0409381118109133,0.00345145673347278,-1.58814946638824
5,35.380166716,-1067.51235968,5.509374489,19589.8950131233,13.6947407001128,7.53039976468489,315.452403802789,-0.212027150605126,0.000521041828366431,-0.0410339856090653,0.00393082572423289,-1.58814946638824
5.05,35.380166716,-1067.51235968,5.509374489,19589.8950131233,13.6760794109352,7.53835891693655,315.423761066083,-0.212261368991771,0.000496707127973395,-0.0410339856090653,0.00393082572423289,-1.58805359259009
5.1,35.380166716,-1067.51235968,5.509374489,19589.8950131233,13.6760794109352,7.53835891693655,315.398300855678,-0.211675823025158,0.000484539777776904,-0.0412257332053694,0.00412257332053694,-1.58805359259009
5.15,35.140067788,-1066.5530624,5.952315286,19589.8950131233,13.6760794109352,7.53835891693655,315.369658118972,-0.211939318710134,0.00047237242758047,-0.0408422380127613,0.00402669952238492,-1.58795771879194
5.2,35.140067788,-1066.5530624,5.952315286,19589.5669291338,13.6760794109352,7.53835891693655,315.344197908567,-0.211646545726827,0.000508874478169941,-0.0406504904164572,0.00431432091684098,-1.58795771879194
5.25,35.140067788,-1066.5530624,5.952315286,19589.5669291338,13.6760794109352,7.53835891693655,315.31237264556,-0.212027150605126,0.00047237242758047,-0.0401711214256971,0.00421844711868896,-1.58805359259009
5.3,35.140067788,-1066.5530624,5.952315286,19589.5669291338,13.6760794109352,7.53835891693655,315.283729908854,-0.212027150605126,0.000484539777776904,-0.0400752476275451,0.00450606851314502,-1.58805359259009
5.35,35.034091984,-1066.241962048,5.981866158,19589.5669291338,13.6575605171368,7.54134921990115,315.255087172148,-0.212056427903457,0.000496707127973395,-0.0399793738293931,0.00450606851314502,-1.58814946638824
5.4,35.034091984,-1066.241962048,5.981866158,19589.5669291338,13.6575605171368,7.54134921990115,315.232809488043,-0.211265940848529,0.000277694824436459,-0.0403628690220012,0.00469781610944907,-1.58814946638824
5.45,35.034091984,-1066.241962048,5.981866158,19589.5669291338,13.6575605171368,7.54134921990115,315.210531803938,-0.211500159235174,0.00032636422522242,-0.0407463642146093,0.00460194231129705,-1.58834121398454
5.5,35.034091984,-1066.241962048,5.981866158,19589.2388451443,13.6575605171368,7.54134921990115,315.181889067232,-0.211675823025158,0.000253360124043422,-0.0410339856090653,0.00469781610944907,-1.5884370877827
5.55,34.643767224,-1064.925674368,6.084489456,19589.2388451443,13.6575605171368,7.54134921990115,315.156428856827,-0.211910041411803,0.000302029524829384,-0.0413216070035214,0.004410194714993,-1.58853296158085
5.6,34.643767224,-1064.925674368,6.084489456,19589.2388451443,13.6575605171368,7.54134921990115,315.130968646422,-0.211587991130166,0.000362866275811946,-0.0418968497924335,0.00431432091684098,-1.58882058297531
5.65,34.643767224,-1064.925674368,6.084489456,19589.2388451443,13.6375202411284,7.54209117477207,315.099143383415,-0.211265940848529,0.000375033626008436,-0.0424720925813457,0.00402669952238492,-1.58920407816791
5.7,34.643767224,-1064.925674368,6.084489456,19588.5826771653,13.6375202411284,7.54209117477207,315.073683173009,-0.211705100323489,0.000362866275811946,-0.0429514615721058,0.00364320432977683,-1.58949169956237
5.75,34.39062823,-1064.28785152,6.046223594,19588.5826771653,13.6375202411284,7.54209117477207,315.048222962604,-0.212349200886763,0.000545376528759411,-0.0437184519573219,0.00325970913716874,-1.58987519475498
5.8,34.39062823,-1064.28785152,6.046223594,19588.5826771653,13.6375202411284,7.54209117477207,315.022762752199,-0.212583419273408,0.000569711229152448,-0.044197820948082,0.00278034014640863,-1.59016281614943
5.85,34.39062823,-1064.28785152,6.046223594,19588.5826771653,13.6375202411284,7.54209117477207,314.997302541793,-0.212261368991771,0.000618380629938464,-0.0450606851314502,0.00249271875195257,-1.59045043754389
5.9,34.39062823,-1064.28785152,6.046223594,19588.5826771653,13.6375202411284,7.54209117477207,314.975024857689,-0.212232091693441,0.000703552081313952,-0.0451565589296023,0.00230097115564852,-1.59054631134204
5.95,34.066560278,-1063.331483392,6.154100677,19588.5826771653,13.6167904717046,7.54130425293928,314.946382120983,-0.212759083063392,0.000630547980134899,-0.0456359279203624,0.00210922355934448,-1.59054631134204
6,34.066560278,-1063.331483392,6.154100677,19587.9265091863,13.6167904717046,7.54130425293928,314.917739384277,-0.212290646290102,0.000618380629938464,-0.0465946659018826,0.0022050973574965,-1.59054631134204
6.05,34.066560278,-1063.331483392,6.154100677,19587.9265091863,13.6167904717046,7.54130425293928,314.88909664757,-0.211529436533505,0.000606213279741918,-0.0467864134981866,0.00249271875195257,-1.59035456374574
6.1,34.066560278,-1063.331483392,6.154100677,19587.9265091863,13.6167904717046,7.54130425293928,314.863636437165,-0.211646545726827,0.000618380629938464,-0.0465946659018826,0.00268446634825661,-1.59035456374574
6.15,33.883244182,-1062.71892448,6.546849234,19587.9265091863,13.6167904717046,7.54130425293928,314.834993700459,-0.212027150605126,0.000715719431510387,-0.0467864134981866,0.0030679615408647,-1.59035456374574
6.2,33.883244182,-1062.71892448,6.546849234,19587.2703412073,13.6167904717046,7.54130425293928,314.809533490054,-0.212232091693441,0.000715719431510387,-0.0469781610944907,0.00325970913716874,-1.59025868994759
6.25,33.883244182,-1062.71892448,6.546849234,19587.2703412073,13.5909569521081,7.53801417022885,314.780890753348,-0.212407755483424,0.000654882680527935,-0.0474575300852508,0.00345145673347278,-1.59035456374574
6.3,33.883244182,-1062.71892448,6.546849234,19587.2703412073,13.5909569521081,7.53801417022885,314.755430542942,-0.211880764113473,0.000618380629938464,-0.0479368990760109,0.00373907812792885,-1.59025868994759
6.35,33.514312148,-1061.626838976,6.601198734,19587.2703412073,13.5909569521081,7.53801417022885,314.729970332537,-0.211792932218481,0.000496707127973395,-0.0478410252778589,0.00354733053162481,-1.59025868994759
6.4,33.514312148,-1061.626838976,6.601198734,19587.2703412073,13.5909569521081,7.53801417022885,314.701327595831,-0.211529436533505,0.000375033626008436,-0.0476492776815548,0.00364320432977683,-1.59035456374574
6.45,33.514312148,-1061.626838976,6.601198734,19587.2703412073,13.5602145391738,7.53437934081072,314.675867385425,-0.211910041411803,0.000387200976204982,-0.0468822872963387,0.00316383533901672,-1.59045043754389
6.5,33.514312148,-1061.626838976,6.601198734,19586.6141732283,13.5602145391738,7.53437934081072,314.653589701321,-0.211939318710134,0.000180356022864425,-0.0464029183055785,0.00316383533901672,-1.59073805893835
6.55,33.220962152,-1060.840117568,6.670501021,19586.6141732283,13.5602145391738,7.53437934081072,314.634494543517,-0.212846914958384,0.0003506989256154,-0.0454441803240583,0.00258859255010459,-1.5910256803328
6.6,33.220962152,-1060.840117568,6.670501021,19586.6141732283,13.5602145391738,7.53437934081072,314.609034333111,-0.212466310080086,0.00047237242758047,-0.0449648113332982,0.00230097115564852,-1.59131330172726
6.65,33.220962152,-1060.840117568,6.670501021,19586.6141732283,13.5602145391738,7.53437934081072,314.586756649007,-0.211587991130166,0.000387200976204982,-0.044197820948082,0.0022050973574965,-1.59188854451617
6.7,33.220962152,-1060.840117568,6.670501021,19585.6299212598,13.5602145391738,7.53437934081072,314.561296438601,-0.212466310080086,0.000642715330331445,-0.0437184519573219,0.00191747596304044,-1.59227203970878
